state,city,name,reference
SC,Balneário Camboriú,CT Balneário Camboriú,
SC,Balneário Gaivota,CT Balneário Gaivota,
SC,Balneário Piçarras,CT Balneário Piçarras,
RS,Balneário Pinhal,CT Balneário Pinhal,
SC,Balneário Rincão,CT Balneário Rincão,
PR,Balsa Nova,CT Balsa Nova,
SP,Bálsamo,CT Bálsamo,
MA,Balsas,CT Balsas,
MG,Bambuí,CT Bambuí,
CE,Banabuiú,CT Banabuiú,
SP,Bananal,CT Bananal,
PB,Bananeiras,CT Bananeiras,
MG,Bandeira,CT Bandeira,
MG,Bandeira do Sul,CT Bandeira do Sul,
SC,Bandeirante,CT Bandeirante,
MS,Bandeirantes,CT Bandeirantes,
PR,Bandeirantes,CT Bandeirantes,
TO,Bandeirantes do Tocantins,CT Bandeirantes do Tocantins,
PA,Bannach,CT Bannach,
BA,Banzaê,CT Banzaê,
RS,Barão,CT Barão,
SP,Barão de Antonina,CT Barão de Antonina,
MG,Barão de Cocais,CT Barão de Cocais,
RS,Barão de Cotegipe,CT Barão de Cotegipe,
MA,Barão de Grajaú,CT Barão de Grajaú,
MT,Barão de Melgaço,CT Barão de Melgaço,
MG,Barão de Monte Alto,CT Barão de Monte Alto,
RS,Barão do Triunfo,CT Barão do Triunfo,
PB,Baraúna,CT Baraúna,
RN,Baraúna,CT Baraúna ,
MG,Barbacena,CT Barbacena,
CE,Barbalha,CT Barbalha,
SP,Barbosa,CT Barbosa,
PR,Barbosa Ferraz,CT Barbosa Ferraz,
PA,Barcarena,CT Barcarena Murucupi,Região Murucupi/Vila Dos Cabanos
PA,Barcarena,CT Barcarena Sede/Centro,Sede/Centro
RN,Barcelona,CT Barcelona,
AM,Barcelos,CT Barcelos,
SP,Bariri,CT Bariri,
BA,Barra,CT Barra,
SC,Barra Bonita,CT Barra Bonita,
SP,Barra Bonita,CT Barra Bonita,
PI,Barra D'Alcântara,CT Barra D'Alcântara,
BA,Barra da Estiva,CT Barra da Estiva,
PE,Barra de Guabiraba,CT Barra de Guabiraba,
PB,Barra de Santa Rosa,CT Barra de Santa Rosa,
PB,Barra de Santana,CT Barra de Santana ,
AL,Barra de Santo Antônio,CT Barra de Santo Antônio,
ES,Barra de São Francisco,CT Barra de São Francisco ,
AL,Barra de São Migue,CT Barra de São Migue,
PB,Barra de São Miguel,CT Barra de São Miguel,
MT,Barra do Bugres,CT Barra do Bugres ,
SP,Barra do Chapéu,CT Barra do Chapéu,
BA,Barra do Choça,CT Barra do Choça,
MA,Barra do Corda,CT Barra do Corda,
MT,Barra do Garças,CT Barra do Garças,
RS,Barra do Guarita,CT Barra do Guarita,
PR,Barra do Jacaré,CT Barra do Jacaré,
BA,Barra do Mendes,CT Barra do Mendes ,
TO,Barra do ouro,CT Barra do ouro,
RJ,Barra do Piraí,CT Barra do Piraí,
RS,Barra do Quaraí,CT Barra do Quaraí,
RS,Barra do Ribeiro,CT Barra do Ribeiro,
RS,Barra do Rio Azul,CT Barra do Rio Azul,
BA,Barra do Rocha,CT Barra do Rocha,
SP,Barra do Turvo,CT Barra do Turvo,
SE,Barra dos Coqueiros,CT Barra dos Coqueiros,
RS,Barra Funda,CT Barra Funda,
MG,Barra Longa,CT Barra Longa ,
RJ,Barra Mansa,CT Barra Mansa,
SC,Barra Velha,CT Barra Velha,
RS,Barracão,CT Barracão,
PR,Barracão,CT Barracão ,
PI,Barras,CT Barras,
CE,Barreira,CT Barreira ,
BA,Barreiras,CT Barreiras ,
PI,Barreiras do Piauí,CT Barreiras do Piauí,
AM,Barreirinha,CT Barreirinha ,
MA,Barreirinhas,CT Barreirinhas,
PE,Barreiros,CT Barreiros,
SP,Barretos,CT Barretos ,
SP,Barrinha,CT Barrinha,
CE,Barro,CT Barro,
BA,Barro Alto,CT Barro Alto,
GO,Barro Alto,CT Barro Alto,
PI,Barro Duro,CT Barro Duro,
BA,Barro Preto,CT Barro Preto,
BA,Barrocas,CT Barrocas,
TO,Barrolândia,CT Barrolândia,
CE,Barroquinha,CT Barroquinha,
RS,Barros Cassal,CT Barros Cassal,
MG,Barroso,CT Barroso,
SP,Barueri,CT Barueri I,"Bairro Aldeia (Chácaras das Flores; Jardim Iracema;
Jardim Timbauhi; Loteamento Malavari; Nova Aldeinha e Vila Nossa Senhora da
Escada); Bairro Fazenda Militar (Vila São Franscisco); Bairro Votupoca (Chácaras
do Peroba; Citi Viana; Jardim do Líbano; Jardim Gabriela; Jardim Itaparica; Jardim
Julio; Jardim São Diego; Jardim Maria Helena; Jardim Paulista; Jardim Tatiana;
Outeiro São Fernando; Parque Esmeralda; Parque Viana; São Fernando
Residência Vila São Jorge); Bairro Silveira (Jardim Alberto; Jardim Audir; Jardim
Santa Monica; Jardim São José; Jardim Silveira; Jardim Tupã; Parque dos
Camargos; Recanto Phrynea; Vale do Sol; Residencial Park das Nações;
Desmembramento Comercial Park das Nações); Bairro Belval (Jardim Belval-parte
sul; Jardim Itaquiti; Jardim Maria Cristina; Vila Iracema; Vila Nova - parte sul;
Núcleo Industrial e Empresarial Barueri); Bairro Altos (Vila Nova – parte norte;
Jardim Belval – parte norte); Bairro Aldeia da Serra (Praça da Aldeia da Serra 01 e
02; Residencial e Comercial Morada dos Lagos; Residencial Morada dos Pássaros;
Residencial Morada das Estrelas)"
SP,Barueri,CT Barueri II,"Bairro Centro (Centro; Bethaville I e II; Centro
Comercial de Barueri; Parque Santa Luzia; Parque São Pedro; Vila Barbosa; Vila
Conceição; Vila Creti; Vila Nilva ; Vila Osmani; Vila Pouso Alegre; Vila São João;
Vila São Jorge); Bairro Califórnia (Jardim Califónia; Jardim Flórida; Jardim Santo
Antonio; Jardim São Silvestre; Jardim Reginalice; Parque Ribeiro de Lima; Vila
Morellato; Vila Ceres; Vila Universal); Bairro Boa Vista (Jardim Barueri; Jardim dos
Camargos; Jardim Maria Tereza; Vila Barros; Vila Boa Vista; Vila Porto; Vila São
Luiz; Vila Silveira); Bairro Alphaville (Alphaville Centro Industrial e Empresarial;
Alphaville Conde I e II; Alphaville Plus Residencial; Alphaville Residencial Zero;
Alphaville Residencial Um; Alphaville Residencial Dois; Condomínio Verte Ville;
Dezoito do Forte Empresarial; Green Valley; Green Valley II); Bairro Jubran (Centro
Comercial e Empresarial Jubran; Centro Empresarial Araguaia; Villa Solaia); Bairro
Tamboré (Centro Empresarial Tamboré; Fazenda Tamboré Residencial); Bairro
Engenho Novo (Jardim Graziela; Vila Engenho Novo; Vila São Silvestre); Bairro 7
Av. 26 de Março; 1159; Jd. São Pedro – Barueri - SP. Cep: 06401-050
Fone (11) 4199-2828 - e-mail: cmdca@barueri.sp.gov.br
Cruz Preta (Chácaras Marco; Chácaras Val Paraíso; Conjunto Industrial Capia;
Jardim Esperança; Jardim Paraíso; Jardim Tupanci; Núcleo Industrial Célia Motta;
Parque Industrial Bazolli Saviano; Recreio Cachoeira; Vila Cabral; Vila Industrial;
Vila Kimik; Vila Pindorama; Villa São Luiz); Bairro Mutinga (Cidade Munhoz Junior;
Cidade Industrial Maria Elisa; Jardim Mutinga; Jardim São Vicente de Paula; Jardim
Santa Cecília; Parque Imperial)"
SP,Bastos,CT Bastos,
MS,Bataguassu,CT Bataguassu,
AL,Batalha,CT Batalha,
PI,Batalha,CT Batalha ,
SP,Batatais,CT Batatais,
MS,Batayporã,CT Batayporã,
CE,Baturité,CT Baturité,
SP,Bauru,CT Bauru I,"ACAMPAMENTO MST AEROPORTO
ACAMPAMENTO MLT ESTRELA DE DAVI
MOVIMENTO MST RAIO DE LUZ
CHACARA FLORES
CHACARA GIGO
CHACARA SÃO JOÃO
CORREGO BARREIRINHO
ESTRADA PARA O RIO VERDE
JARDIM CHAPADÃO
JARDIM IVONE
JARDIM MENDONÇA
JARDIM SILVESTRE
NOVA BAURU
NÚCLEO BEIJA-FLOR (RUAS ACIMA DO
CORREGO BARREIRINHO)
NÚCLEO ISAURA PITTA GARMS (BAURU I)
NÚCLEO MARY DOTTA
NÚCLEO NOBUJI NAGASAWA ( BAURU 2000)
PARQUE GIANSANT
PARQUE ROSSI
PARQUE VITORIA REGIA
POUSADA DA ESPERANÇA I E II
RESIDENCIAL QUINTA DA BELA OLINDA
RESIDENCIAL SANTANA
QUINTA DA BELA OLINDA
VILA REGIA
VILA SÃO PAULO
ALTOS DA CIDADE VILA PELEGRINA
ASCENÇÃO VILA RAZUK
CENTRO VILA REGIS
COLÔNIA FEPASA VILA SANTISTA
CHACARA CARDOSO VILA SANTA TEREZA
DARO VILA SANTA INÊS
GRANJA CECÍLIA VILA SANTA IZABEL
JARDIM ANA LÚCIA VILA SÃO JOÃO DO IPIRANGA
JARDIM ANDORINHAS VILA SERRÃO
JARDIM BRASÍLIA VILA SOUTO
JARDIM CENTRAL VILA IPIRANGA
JARDIM DA GRAMA VILA NOVE DE JULHO
JARDIM ESPLANADA QUINTA RANIERI
JARDIM EUGÊNIA
JARDIM FERRAZ
JARDIM GAIVOTA
JARDIM JANDIRA
JARDIM JOSÉ TONON
JARDIM NOROESTE
JARDIM OURO VERDE
JARDIM SOLANGE
JARDIM TERRA BRANCA
JARDIM VERGUEIRO
JARDIM VITÓRIA
JOAQUIM GUILHERME
RESIDENCIAL MONTE VERDE I; II E III
PARQUE VIADUTO
VILA BELA
VILA ESTHER
VILA FALCÃO
VILA GIUNTA
VILA INDEPENDENCIA
VILA INES
VILA MARIA
VILA MARTHA
VILA MESQUITA
VILA NOEMY
VILA NIPÔNICA
VILA NOVA PAULISTA
VILA PAULISTA
AIMORÉS PARQUE PAULISTANO
ARLINDO LOPES VIANA – BAURU 22 PARQUE SANTA TEREZINHA
ASSENTAMENTO MST (HORTO FLORESTAL) PARQUE SÃO JORGE
CRUZEIRO DO SUL PARQUE SÃO JUDAS
DARCY CESAR IMPROTA PARQUE HIPÓDROMO
DISTRITO INDUSTRIAL I E II PARQUE JÚLIO NÓBREGA
EDMUNDO COUBE PARQUE MANCHESTER
FAZENDA GLORIA PARQUE NOVA BAURU
JARDIM ALVORADA PARQUE PAULISTA
JARDIM BOM SAMARITANO RESIDENCIAL DOS EUCALIPTOS
JARDIM BRASIL TANGARÁS
JARDIM CAROLINA VALE DO IGAPÓ
JARDIM CONTORNO VARGEM LIMPA
JARDIM COLONIAL VILA CAROLINA
JARDIM COUNTRY CLUBE VILA CARMEM
JARDIM CECAP VILA CORALINA
JARDIM DAS ORQUÍDEAS VILA ENGLER (CAMELIAS)
JARDIM DONA LILI VILA DAS FLORES
JARDIM GUADALAJARA VILA GALVÃO
JARDIM HIGIENOPOLIS VILA VIANA
JARDIM MARAMBÁ
JARDIM OLÍMPICO
JARDIM PANORAMA
JARDIM PRIMAVERA
JARDIM REDENTOR I;II;III
JARDIM ROSAS DO SUL
JARDIM SAMBURÁ
NÚCLEO GEISEL
NÚCLEO JOSÉ REGINO
NÚCLEO OCTAVIO RASI
PARQUE BAURU
PARQUE HIPODROMO
PARQUE JÚLIO NÓBREGA
PARQUE NOVA BAURU
ÁGUAS VIRTUOSA VILA AVIAÇÃO A e B
JARDIM AEROPORTO VILA CIDADE UNIVERSITÁRIA
JARDIM AMÉRICA VILA FERRAZ
JARDIM COLONIAL VILA FRUTUONA DIAS
JARDIM DONA SARAH VILA GUEDES DE AZEVEDO
JARDIM ESTORIL VILA MARIANA
JARDIM EUROPA VILA NOVA UNIVERSITÁRIA
JARDIM ILHA DE CAPRI VILA PERROCA
JARDIM INFANTE DOM HENRIQUE VILA REIS
JARDIM MARABÁ VILA REGINA
JARDIM NICEIA VILA RIACHUELO
JARDIM PAULISTA VILA SANTA CLARA
JARDIM PLANALTO VILA SAMARITANA
JARDIM SANTOS DUMONT VILA ZILO
JARDIM YOLANDA
PARQUE DAS NAÇÕES
RESIDENCIAL SAUIPE
SANTA TEREZA (PROXIMO PAULISTA)"
SP,Bauru,CT Bauru II,"CHÁCARA ÁGUA DA FACA
CHÁCARA CORNELIAS
CHACARA SÃO JOÃO
CONDOMÍNIO BOSQUE DA SAÚDE
JARDIM DANTE ALIGHIERI
JARDIM DE ALLAH
JARDIM DOS LIRIOS
JARDIM FARIA
JARDIM MARILU
LEÃO XIII
NÚCLEO BAURU
NÚCLEO BAURU H – CDHU
PARQUE REAL
PARQUE SÃO JOÃO
PARQUE VAL DE PALMAS
CENTRO – LADO ESQUERDO DA AVENIDA ELIAS
MIGUEL MALUF
PARQUE SERGIPE
SANTA CÂNDIDA
VILA CELINA
VILA DUTRA
VILA INDUSTRIAL I;II; III
VILA PACÍFICO
VILA PARAÍSO
VILA ROCHA
VILA SANTA TEREZINHA
VILA ALTO MPARAÍSO
RESIDENCIAL JARDIM JUSSARA
VILA MARTA
VILA NOVA CELINA
ARACY
ALTO ALEGRE
BOM JESUS
FAVELA SÃO MANUEL
JARDIM ANDORFATO
JARDIM DA GAMA
JARDIM ELDORADO II
JARDIM GERSON FRANÇA
JARDIM JOSÉ KALIL
JARDIM MARISE
JARDIM NOVA MARAJOARA
JARDIM PETRÓPOLIS
JARDIM ROSA BRANCA
JARDIM VÂNIA MARIA
NÚCLEO EDSON FRANCISCO DA SILVA
(BAURU XVI)
NÍCLEO FORTUNATO ROCHA LIMA
NÚCLEO NOVE DE JULHO
PARQUE BOA VISTA
PARQUE JARAGUÁ
PARQUE PRIMAVERA
PARQUE ROOSEVELT
PARQUE SANTA EDWIRGES
PARQUE UNIÃO
PARQUE VAL DE PALMAS (LADO DIREITO)
DA AV. ELIAS MIGUEL MALUF
RESIDENCIAL ÁGUA DA GRAMA
RESIDENCIAL CHÁCARA DAS FLORES I E II
RESIDENCIAL MANACÁS
RESIDENCIAL MORADAS DO BURITIS
RESIDENCIAL SAN SEBASTIAN
RESIDENCIAL TRÊS AMÉRICAS I E II
SALVADOR FILARDI
SANTA FÉ
SÃO JOÃO DA BOA VISTA
VILA BECHELLE
VILA CAMARGO
VILA QUAGGIO
VILA LEMOS
VILA MARAVILHA
VILA NOVA ESPERANÇA
VILA SANTA FILOMENA
VILA SEABRA
ALTO SUMARÉ
BAIRRO MADUREIRA
COLINA VERDE
ESTRELA DALVA
JARDIM ARARUNA
JARDIM ELDORADO
JARDIM FONTE DO CASTELO
JARDIM FLÓRIDA
JARDIM NOVA FLÓRIDA
JARDIM GODOY
JARDIM HELENA
JARDIM HOJAS
JARDIM MADUREIRA
JARDIM MAINICHI
JARDIM MONLEVADE
JARDIM MARIA CÉLIA
JARDIM MARILIA
JARDIM NOSSA SR.ª DE LOURDES
JARDIM PAGANI
JARDIM TV
NÚCLEO GASPARINI
PARQUE CITY
PARQUE FLORESTA
PARQUE NOVO SÃO GERALDO
PARQUE SÃO CRISTOVÃO
PARQUE SÃO GERALDO
PARQUE VISTA ALEGRE
VILA ANTÁRTICA
VILA BONFIM
VILA CARDIA
VILA CONCEIÇÃO
VILA GARCIA
VILA NOVA SANTA LUZIA
VILA SANTA LUZIA
VILA SÃO CRISTOVÃO
VILA VERGUEIRO
RESIDENCIAL ARVOREDO
RESIDENCIAL TV
RESIDENCIAL MIRANTE DA COLINA
SANTA CECILIA"
PB,Bayeux,CT Bayeux I,São Bento; Neuza Maciel Monteiro; Jardim São Severino; Centro; Brasília; Tambay; Imaculada São Vicente; São Sebastião; Manguinhos; Baralho e demais áreas localizadas ao norte da BR 101/230
PB,Bayeux,CT Bayeux II,Alto da Boa Vista; Rio do Meio; Jardim Aeroporto; Mário Andrezza; Vereador Genival Alves (Comercial Norte); Conjunto Habitacional Severina Freire de Melo e Conjunto Antônio Mariz e demais áreas localizadas ao Sul da BR 101/230.
SP,Bebedouro,CT Bebedouro,
CE,Beberibe,CT Beberibe,
CE,Bela Cruz,CT Bela Cruz,
MS,Bela Vista,CT Bela Vista,
PR,Bela Vista da Caroba,CT Bela Vista da Caroba,
GO,Bela Vista de Goiás,CT Bela Vista de Goiás,
MG,Bela Vista de Minas,CT Bela Vista de Minas,
MA,Bela Vista do Maranhão,CT Bela Vista do Maranhão,
PR,Bela Vista do Paraiso,CT Bela Vista do Paraiso ,
PI,Bela Vista do Piauí,CT Bela Vista do Piauí,
SC,Bela Vista do Toldo,CT Bela Vista do Toldo,
MA,Belágua,CT Belágua,
AL,Belém,CT Belém,
PB,Belém,CT Belém,
PA,Belém,CT Belém I,Canudos; Condor; Cremação; Guamá; Jurunas; Terra Firme.
PA,Belém,CT Belém II,Águas Negras; Agulha; Campina de Icoaraci; Cruzeiro; Maracacueira; Paracuri; Parque Guajará; Ponta Grossa; Tenoné.
PA,Belém,CT Belém III,Águas Lindas; Aurá; Castanheira; Curió-Utinga; Guanabará; Mangueirão; Marambaia; Souza; Val-de-Cães; Universitário.
PA,Belém,CT Belém IV,Barreiro; Fátima; Maracangalha; Miramar; Pedreira; Sacramenta; Telégrafo.
PA,Belém,CT Belém V,Água Boa; Brasília; Itaiteua; São João do Outeiro.
PA,Belém,CT Belém VI,Aeroporto; Ariramba; Baia do Sol; Bonfim; Caranamduba; Caruará; Chapeu Virado; Farol; Mangueiras; Maracajá; Marahú; Murubira; Natal do Murubira; Paraíso; Porto Arthur; Praia Grande; São Francisco; Sucuriju Quara; Vila.
PA,Belém,CT Belém VII,Benguí; Cabanagem; Coqueiro; Parque Verde; Pratinha; São Clemente; Tapanã; Una.
PA,Belém,CT Belém VIII,Batista Campos; Campina; Cidade Velha; Nazaré; Reduto; São Brás; Umarizal; Marco.
PE,Belém de Maria,CT Belém de Maria ,
PB,Belém do Brejo do Cruz,CT Belém do Brejo do Cruz,
PI,Belém do Piauí,CT Belém do Piauí,
PE,Belém do São Francisco,CT Belém do São Francisco,
RJ,Belford Roxo,CT Belford Roxo  I,Andrade de Araújo; Areia Branca; Castelar; Cenro; Guaraciaba; Heliópolis; Jardim Aleixo; Jardim Almo; Jardim América; Nova Piam; Piam; Prata; Sublime (parte); Bela Vista;; Boa Esperança; Buriti; Jardim Itaipú; Jardim Panorama; Miguel Couto; Nossa Senhora das Graças; Nova Aurora; Novo Eldorado; Orquídeas; Parque das Palmeiras; Recantus/Babi; São Francisco; São Jorge; Shangrilá; Vila Claudia; Vila Entre Rios; Vila Heliópolis; Vila Maia; Vila São Luiz; Xavante; Jambuí; Jardim Dimas Filho e Bairro das Graças.
RJ,Belford Roxo,CT Belford Roxo  II,Apolo XII; Jardim Anápolis; Jardim Cristina; Parque das Flores; Parque São Bento; Parque São Vicente; Santa Marta; Santa Tereza; Santo Tirco; Chácara Santo Antônio; Três Setas; Sargento Roncalle; Vilar Novo; Jardim Brasil; Jardim Ideal; Jardim Lisboa; Jardim Redentor; Jardim Silvânia; Parque Amorim; Parque Esperança; Parque Glória; Parque Floresta Linda; Santa Maria; São Leopoldo; Vila João Rodrigues; Vila Pauline; Bom Pastor; Frei Fabiano; Jardim do Ipê; Jardim Glaucia; Jardim Patrícia; Parque Afonso; Parque Colonial; Parque Santa Branca; Parque São Lucas; Parque União; Parque Roseiral; Santa Helena; Vale das Mangueiras; Vale do Ipê; Lote XV; Parque Ainda; Parque Floresta; Parque Jordão; Parque Real; Parque Saxônia; Retiro Santa Isabel; Retiro dos Califas; Retiro Feliz; Santa Amélia; Santa Emília; São José; São Bernardo; Interlândia; Bairro das Luzes.
MG,Belmiro Braga,CT Belmiro Braga ,
BA,Belmonte,CT Belmonte,
SC,Belmonte,CT Belmonte,
BA,Belmonte Barrolândia,CT Belmonte Barrolândia,Barrolândia
BA,Belo Campo,CT Belo Campo,
MG,Belo Horizonte,CT Belo Horizonte Centro-sul,Centro-sul
MG,Belo Horizonte,CT Belo Horizonte Regional Barreiro,Regional Barreiro
MG,Belo Horizonte,CT Belo Horizonte Regional Leste,Regional Leste
MG,Belo Horizonte,CT Belo Horizonte Regional Nordeste,Regional Nordeste
MG,Belo Horizonte,CT Belo Horizonte Regional Noroeste,Regional Noroeste
MG,Belo Horizonte,CT Belo Horizonte Regional Norte,Regional Norte
MG,Belo Horizonte,CT Belo Horizonte Regional Oeste,Regional Oeste
MG,Belo Horizonte,CT Belo Horizonte Regional Pampulha,Regional Pampulha
MG,Belo Horizonte,CT Belo Horizonte Regional Venda Nova,Regional Venda Nova
PE,Belo Jardim,CT Belo Jardim ,
AL,Belo Monte,CT Belo Monte,
MG,Belo Oriente,CT Belo Oriente Setor I,Setor I - Belo Oriente
MG,Belo Oriente,CT Belo Oriente Setor II,Setor II - Perpétuo Socorro
MG,Belo Vale,CT Belo Vale,
PA,Belterra,CT Belterra,
PI,Beneditinos,CT Beneditinos,
MA,Benedito Leite,CT Benedito Leite,
SC,Benedito Novo,CT Benedito Novo,
PA,Benevides,CT Benevides,
AM,Benjamin Constant,CT Benjamin Constant,
RS,Benjamin Constant do Sul,CT Benjamin Constant do Sul,
SP,Bento de Abreu,CT Bento de Abreu,
RN,Bento Fernandes,CT Bento Fernandes,
RS,Bento Gonçalves,CT Bento Gonçalves,
MA,Bequimão,CT Bequimão,
MG,Berilo,CT Berilo,
MG,Berizal,CT Berizal,
PB,Bernardino Batista,CT Bernardino Batista,
SP,Bernardino de Campos,CT Bernardino de Campos,
MA,Bernardo do Mearim,CT Bernardo do Mearim,
TO,Bernardo Sayão,CT Bernardo Sayão,
SP,Bertioga,CT Bertioga ,
PI,Bertolínia,CT Bertolínia,
MG,Bertópolis,CT Bertópolis,
AM,Beruri,CT Beruri,
PE,Betânia,CT Betânia,
PI,Betânia do Piauí,CT Betânia do Piauí,
MG,Betim,CT Betim I,Centro; Norte; Vianópolis
MG,Betim,CT Betim II,Teresópolis; PTB; Imbiruçu; Petrovale
MG,Betim,CT Betim III,Alterosas e Icaivera
MG,Betim,CT Betim IV,Citrolândia
PE,Bezerros,CT Bezerros,
MG,Bias Fortes,CT Bias Fortes,
MG,Bicas,CT Bicas,
SC,Biguaçu,CT Biguaçu,
SP,Bilac,CT Bilac,
MG,Biquinhas,CT Biquinhas,
SP,Birigui,CT Birigui,
SP,Biritiba-Mirim,CT Biritiba-Mirim,
BA,Biritinga,CT Biritinga,
PR,Bituruna,CT Bituruna,
SC,Blumenau,CT Blumenau Unidade I,Boa Vista; Bom Retiro; Centro; Garcia; Glória; Itoupava Seca; Jardim Blumenau; Nova Esperança; Ponta Aguda; Progresso; Ribeirão Fresco; Valparaíso; Vila Formosa; Victor Konder e Vorstardt
SC,Blumenau,CT Blumenau Unidade II,Água Verde; Badenfurt; Salto; Escola Agrícola; Passo Manso; Salto do Norte; Salto Weissbach; Testo Salto; Velha; Velha Central; Velha Grande e Vila Nova
SC,Blumenau,CT Blumenau Unidade III,Fidélis; Fortaleza; Fortaleza Alta; Itoupava Central; Itoupava Norte; Itoupavazinha; Tribess e Vila Itoupava
PR,Boa Esperaça,CT Boa Esperaça,
ES,Boa Esperança,CT Boa Esperança,
MG,Boa Esperança,CT Boa Esperança,
PR,Boa Esperança doguaçu,CT Boa Esperança do Iguaçu,
SP,Boa Esperança do Sul,CT Boa Esperança do Sul,
PI,Boa Hora,CT Boa Hora,
BA,Boa Nova,CT Boa Nova,
RN,Boa Saúde,CT Boa Saúde,
PB,Boa Ventura,CT Boa Ventura,
PR,Boa Ventura de São Roque,CT Boa Ventura de São Roque,
CE,Boa Viagem,CT Boa Viagem,
PB,Boa Vista,CT Boa Vista,
RR,Boa Vista,CT Boa Vista - Territorio I - Centro,Cauamé; Aeroporto; Jardim Floresta; Liberdade; Pricumã; 13 de Setembro ; Calungá; São Vicente; Centro; São Pedro; Aparecida; Canarinho; Paraviana; Caçari; Bairro dos Estados; 31 de Mar ço; São Francisco; Mecejana; Áreas Indígenas e comunidades rurais.
RR,Boa Vista,CT Boa Vista - Territorio II - Caimbé,Jardim Caraná; Caraná; União; Tancredo Neves; Caimbé; Buritis; Jóquei Clube; Cinturão Verde; Centenário; Araceles; São Bento; Raiar do Sol; Bela Vista; Operário; Nova Cidade e Governador Aquilino Mota Duarte
RR,Boa Vista,CT Boa Vista - Territorio III - Dr. Silvio Botelho,Cidade Satélite; Piscicultura; Jardim Primavera; Santa Tereza; Dr. Sílvio Leite; Alvorada; Equatorial; Santa Luiza; Nova Canaã; Pintolândia; Jardim Olimpico; Dr. Silvio Botelho; Jardim Tropical e Senador Helio Campos
PR,Boa Vista da Aparecida,CT Boa Vista da Aparecida,
RS,Boa Vista das Missões,CT Boa Vista das Missões,
RS,Boa Vista do Buricá,CT Boa Vista do Buricá,
RS,Boa Vista do Cadeado,CT Boa Vista do Cadeado,
MA,Boa Vista do Gurupi,CT Boa Vista do Gurupi,
RS,Boa Vista doncra,CT Boa Vista do Incra ,
AM,Boa Vista do Ramos,CT Boa Vista do Ramos,
RS,Boa Vista do Sul,CT Boa Vista do Sul ,
BA,Boa Vista do Tupim,CT Boa Vista do Tupim,
AL,Boca da Mata,CT Boca da Mata,
AM,Boca do Acre,CT Boca do Acre,
PI,Bocaina,CT Bocaina,
SP,Bocaina,CT Bocaina ,
MG,Bocaina de Minas,CT Bocaina de Minas,
SC,Bocaina do Sul,CT Bocaina do Sul,
MG,Bocaiuva,CT Bocaiuva,
PR,Bocaiúva do Sul,CT Bocaiúva do Sul,
RN,Bodó,CT Bodó,
PE,Bodocó,CT Bodocó,
MS,Bodoquena,CT Bodoquena ,
SP,Bofete,CT Bofete,
SP,Boituva,CT Boituva,
PE,Bom Conselho,CT Bom Conselho,
MG,Bom Despacho,CT Bom Despacho,
PE,Bom Jardim,CT Bom Jardim,
RJ,Bom Jardim,CT Bom Jardim,
MA,Bom Jardim,CT Bom Jardim,
SC,Bom Jardim da Serra,CT Bom Jardim da Serra,
GO,Bom Jardim de Goiás,CT Bom Jardim de Goiás,
MG,Bom Jardim de Minas,CT Bom Jardim de Minas,
PB,Bom Jesus,CT Bom Jesus,
PI,Bom Jesus,CT Bom Jesus,
RN,Bom Jesus,CT Bom Jesus,
RS,Bom Jesus,CT Bom Jesus,
SC,Bom Jesus,CT Bom Jesus,
BA,Bom Jesus da Lapa,CT Bom Jesus da Lapa,
MG,Bom Jesus da Penha,CT Bom Jesus da Penha,
BA,Bom Jesus da Serra,CT Bom Jesus da Serra,
MA,Bom Jesus das Selvas,CT Bom Jesus das Selvas,
GO,Bom Jesus de Goiás,CT Bom Jesus de Goiás,
MG,Bom Jesus do Amparo,CT Bom Jesus do Amparo,
MT,Bom Jesus do Araguaia,CT Bom Jesus do Araguaia,
MG,Bom Jesus do Galho,CT Bom Jesus do Galho,
RJ,Bom Jesus dotabapoana,CT Bom Jesus do Itabapoana,
ES,Bom Jesus do Norte,CT Bom Jesus do Norte,
SC,Bom Jesus do Oeste,CT Bom Jesus do Oeste,
PR,Bom Jesus do Sul,CT Bom Jesus do Sul,
PA,Bom Jesus do Tocantins,CT Bom Jesus do Tocantins,
TO,Bom Jesus do Tocantins,CT Bom Jesus do Tocantins,
SP,Bom Jesus dos Perdões,CT Bom Jesus dos Perdões,
MA,Bom Lugar,CT Bom Lugar ,
RS,Bom Princípio,CT Bom Princípio,
PI,Bom Princípio do Piauí,CT Bom Princípio do Piauí,
RS,Bom Progresso,CT Bom Progresso,
MG,Bom Repouso,CT Bom Repouso,
SC,Bom Retiro,CT Bom Retiro,
RS,Bom Retiro do Sul,CT Bom Retiro do Sul,
PB,Bom Sucesso,CT Bom Sucesso,
MG,Bom Sucesso,CT Bom Sucesso ,
PR,Bom Sucesso,CT Bom Sucesso ,
SP,Bom Sucesso detararé,CT Bom Sucesso de Itararé,
PR,Bom Sucesso do Sul,CT Bom Sucesso do Sul ,
SC,Bombinhas,CT Bombinhas,
MG,Bonfim,CT Bonfim,
RR,Bonfim,CT Bonfim ,
PI,Bonfim do Piauí,CT Bonfim do Piauí,
GO,Bonfinópolis,CT Bonfinópolis,
MG,Bonfinópolis de Minas,CT Bonfinópolis de Minas,
BA,Boninal,CT Boninal ,
MS,Bonito,CT Bonito,
PA,Bonito,CT Bonito,
PE,Bonito,CT Bonito,
