uf,city,neighborhood
BA,GUANAMBI,NOVO HORIZONTE
BA,IPECAETÁ,DISTRITO CAVUNGE
BA,IPIRÁ,CENTRO
BA,ITAPARICA,DISTRITO DA MISERICÓRDIA
BA,JEREMOABO,CENTRO
BA,LIVRAMENTO DE NOSSA SENHORA,ESTOCADA
BA,MUTUÍPE,SANTO ANTONIO
BA,PAULO AFONSO,POVOADO SÃO FRANCISCO
BA,PORTO SEGURO,POVOADO SÃO GERALDO
BA,PORTO SEGURO,PARAGUAI
BA,PORTO SEGURO,LOTEAMENTO VILA VERDE
BA,POTIRAGUÁ,DISTRITO ITAIMBE
BA,SANTA BRÍGIDA,POVOADO KM 40
BA,SANTA CRUZ CABRÁLIA,POVOADO COROA VERMELHA
BA,SANTO ANTÔNIO DE JESUS,POVOADO GAMELO
BA,SANTO ESTEVÃO,POVOADO CONGA
BA,SÃO FRANCISCO DO CONDE,CENTRO
BA,SEABRA,MERCADÃO
BA,VERA CRUZ,ILHOTA
BA,EUNÁPOLIS,ALECRIM II
BA,AMÉRICA DOURADA,CENTRO
BA,BARROCAS,POVOADO SANTA ROSA
BA,BARREIRAS,JARDIM OURO BRANCO
BA,BARREIRAS,SANTA LUZIA
BA,BARREIRAS,VILA AMORIM
BA,CABACEIRAS DO PARAGUAÇU,POVOADO CAATINGUINHA
BA,CABACEIRAS DO PARAGUAÇU,POVOADO SOBRADO
BA,CRUZ DAS ALMAS,ITAPICURU
BA,FEIRA DA MATA,POVOADO VARZEA DA CRUZ
BA,IPUPIARA,CENTRO
BA,ITAMARAJU,CRISTO REDENTOR
BA,ITAPICURU,CENTRO
BA,MILAGRES,CENTRO
BA,MURITIBA,CENTRO
BA,PORTO SEGURO,AGROVILA
BA,SANTO ANTÔNIO DE JESUS,SANTA TEREZINHA
BA,SANTO ESTEVÃO,POVOADO PAU DE VELA
BA,SAPEAÇU,POVOADO MURICI
BA,SERRINHA,CIDADE NOVA
BA,SOBRADINHO,VILA SAO JOAQUIM
BA,GUAJERU,CENTRO
BA,ANDORINHA,CENTRO
BA,ANTAS,POVOADO FREI APOLÔNIO
BA,BARRA,CENTRO
BA,BARRA DO CHOÇA,POVOADO CAVADA
BA,BARRA DO CHOÇA,POVOADO PAU BRASIL
BA,BARREIRAS,POVOADO BOA SORTE
BA,BOM JESUS DA LAPA,CENTRO
BA,CAMAÇARI,PHOC I
BA,CRUZ DAS ALMAS,CENTRO
BA,FEIRA DE SANTANA,TERRA DURA
BA,FORMOSA DO RIO PRETO,POVOADO INTANS
BA,GUANAMBI,BEIJA FLOR
BA,IPIRÁ,MONTE BELO
BA,IRECÊ,VILA ESPERANÇA
BA,ITAJUÍPE,JOSÉ DE ANCHIETA
BA,ITUAÇU,POVOADO DE LAJE
BA,JEREMOABO,POVOADO CANCHÉ
BA,JUCURUÇU,CENTRO
BA,MATA DE SÃO JOÃO,DISTRITO AÇU DA TORRE
BA,MATA DE SÃO JOÃO,LOCALIDADE ITAPECIRICA
BA,MURITIBA,DISTRITO DE SÃO JOSÉ DE ITAPORÃ
BA,SANTO ANTÔNIO DE JESUS,POVOADO PANGARÉ
BA,SANTO ANTÔNIO DE JESUS,URBIS II
BA,SENTO SÉ,POVOADO RIACHO DOS PAES
BA,SERRA DO RAMALHO,AGROVILA 20
BA,SERRINHA,RECREIO
BA,TANHAÇU,CENTRO
BA,SÃO GABRIEL,MANÇAMBÃO
BA,IUIU,CENTRO
BA,JABORANDI,CENTRO
BA,ARACI,POVOADO PEDRA ALTA
BA,BARREIRAS,RIO GRANDE
BA,BARREIRAS,POVOADO MOCAMBO
BA,CÍCERO DANTAS,RAYMUNDO BORGES
BA,CIPÓ,POVOADO ITAPICURU
BA,CRUZ DAS ALMAS,POVOADO EMBIRA
BA,CRUZ DAS ALMAS,INOCOOP
BA,ENCRUZILHADA,POVOADO DE VILA DO CAFE
BA,ENTRE RIOS,DISTRITO SUBAUMA
BA,FEIRA DE SANTANA,RUA NOVA
BA,FORMOSA DO RIO PRETO,POVOADO SAO MARCELO
BA,GOVERNADOR MANGABEIRA,DISTRITO DE QUIXABEIRA
BA,GUANAMBI,SAO FRANCISCO
BA,OUROLÂNDIA,CENTRO
BA,PAULO AFONSO,JARDIM AEROPORTO
BA,PONTO NOVO,CONTORNO
BA,PORTO SEGURO,MUNDAÍ
BA,PORTO SEGURO,vila jardim
BA,RIBEIRA DO POMBAL,POMBALZINHO
BA,RIBEIRA DO POMBAL,FAZENDA MULUNGU
BA,SENHOR DO BONFIM,BONFIM II
BA,NOVO HORIZONTE,POVOADO PALMEIRAS
BA,ALAGOINHAS,POVOADO PONTO DO BEIJU
BA,BARRA,ASSUNÇÃO
BA,CAMPO ALEGRE DE LOURDES,POVOADO LAGOA DA ONÇA
BA,CANAVIEIRAS,JOÃO FONFON
BA,CANAVIEIRAS,BIRINDIBA
BA,COARACI,BAIRRO DA FEIRINHA
BA,EUCLIDES DA CUNHA,POVOADO MURITY
BA,FEIRA DE SANTANA,ESTAÇÃO NOVA
BA,GUARATINGA,CENTRO
BA,IRECÊ,PARAISO
BA,IRECÊ,SILVA PEREIRA
BA,ITAPICURU,POVOADO TAPERA DO LIMA
BA,JUAZEIRO,ALTO DO CRUZEIRO
BA,LIVRAMENTO DE NOSSA SENHORA,BENITO GAMA
BA,MURITIBA,POVOADO CARRO QUEBRADO
BA,NOVA CANAÃ,OSÉIAS JOSÉ DE ANDRADE
BA,SANTALUZ,POVOADO QUEIMADA DO MILHO
BA,SANTO AMARO,DERBA
BA,SANTO ANTÔNIO DE JESUS,SÃO PAULO
BA,SANTO ESTEVÃO,CENTRO
BA,SENHOR DO BONFIM,CENTRO
BA,SENHOR DO BONFIM,POVOADO BARAUNAS
BA,SERRA DO RAMALHO,AGROVILA 02
BA,SOUTO SOARES,POVOADO SAO DOMINGOS
BA,MADRE DE DEUS,CENTRO
BA,TANQUE NOVO,POVOADO LAGOA NOVA
BA,TEIXEIRA DE FREITAS,BELA VISTA
BA,TEIXEIRA DE FREITAS,VILA CARAIPE
BA,LUÍS EDUARDO MAGALHÃES,FLORAIS LEA III
BA,ARACATU,POVOADO CALDEIRÃO
BA,CAMAÇARI,ALTO DO TRIÂNGULO
BA,CANARANA,POVOADO CAPIVARA
BA,GANDU,EMÍILIA COSTA
BA,GUANAMBI,ARAUJO
BA,IRECÊ,SÃO JOSÉ
BA,ITAPETINGA,CLODOALDO COSTA
BA,JUAZEIRO,ITABERABA
BA,MATINA,ALTO DOS BEZERRAS
BA,NOVA CANAÃ,POVOADO DO DIRETOR
BA,PIATÃ,POVOADO VAQUEIJADOR
BA,PIATÃ,POVOADO PALMEIRINHA
BA,PORTO SEGURO,PARQUE ECOLÓGICO JOÃO CARLOS
BA,PRESIDENTE JÂNIO QUADROS,VILA ELISA
BA,RIBEIRA DO POMBAL,CENTRO
BA,RIBEIRA DO POMBAL,FAZENDA MANTEIGA
BA,SANTA CRUZ CABRÁLIA,CAPITÃO LUIZ DE MATOS
BA,SANTALUZ,POVOADO VÁRZEA DA PEDRA
BA,SANTO ANTÔNIO DE JESUS,POVOADO BOA VISTA
BA,SÃO DESIDÉRIO,POVOADO DE RODA VELHA DE CIMA
BA,SÃO FRANCISCO DO CONDE,DISTRITO DE SANTO ESTEVÃO
BA,SERRA DO RAMALHO,AGROVILA 09
BA,TANHAÇU,POVOADO BERNARDO
BA,TREMEDAL,POVOADO VOLTA
BA,UBATÃ,RELÍQUIA
BA,URANDI,DC-5
BA,LAPÃO,POVOADO LAGOA DOS PATOS
BA,NORDESTINA,COMUNIDADE DE TANQUE BONITO
BA,PÉ DE SERRA,POVOADO SANTO AGOSTINHO
BA,FILADÉLFIA,CENTRO
BA,CACHOEIRA,POVOADO DA GUAIBA
BA,CANDEIAS,DISTRITO PASSAGEM DOS TEIXEIRAs
BA,CATU,DISTRITO SÍTIO NOVO
BA,CATU,PLANALTO II
BA,FORMOSA DO RIO PRETO,SANTA HELENA
BA,GUANAMBI,SANTO ANTONIO
BA,IBITITÁ,POVOADO BOA VISTA
BA,ITABELA,IRMÃ DULCE
BA,JUAZEIRO,ANTÔNIO CONSELHEIRO
BA,JUSSARA,POVOADO MORRO DE HIGINO
BA,PONTO NOVO,POVOADO DE NOVA REPRESA
BA,PRESIDENTE DUTRA,CENTRO
BA,REMANSO,POVOADO DESTERRO
BA,RIBEIRA DO AMPARO,POVOADO BARIRI
BA,SANTA BÁRBARA,CENTRO
BA,SÃO SEBASTIÃO DO PASSÉ,AGOSTINHO AMARAL
BA,SEABRA,POVOADO PRATA DE CIMA
BA,SERRINHA,OSÉAS
BA,SERRINHA,URBIS I
BA,TANHAÇU,DISTRITO SUÇUARANA
BA,LUÍS EDUARDO MAGALHÃES,CIDADE UNIVERSITÁRIA
BA,FÁTIMA,POVOADO SERRA VELHA
BA,ABARÉ,POVOADO PROJETO PEDRA BRANCA AGROVILA 16
BA,ANDARAÍ,POVOADO NOVA VISTA
BA,BRUMADO,SÃO FÉLIX
BA,CAEM,POVOADO BOM JARDIM
BA,CANDEIAS,TRIANGULO
BA,COTEGIPE,CENTRO
BA,CRUZ DAS ALMAS,POVOADO PUMBA I
BA,EUCLIDES DA CUNHA,POVOADO ARAÇÁS
BA,FEIRA DE SANTANA,JARDIM CRUZEIRO
BA,FEIRA DE SANTANA,PAMPALONA
BA,GUANAMBI,POVOADO DE QUEIMADAS
BA,JEREMOABO,POVOADO BAIXA DA MATA
BA,MARAGOGIPE,CENTRO
BA,MARAGOGIPE,PALMEIRAS
BA,PALMAS DE MONTE ALTO,POVOADO RANCHO DAS MAES
BA,PRESIDENTE TANCREDO NEVES,AÉCIO NEVES
BA,QUIJINGUE,DISTRITO ALGODÕES
BA,RIBEIRA DO POMBAL,FAZENDA SEGREDO DA NOVA ESPERANÇA
BA,SÃO FRANCISCO DO CONDE,POVOADO CAÍPE
BA,SENHOR DO BONFIM,POVOADO CACHOEIRINHA
BA,VITÓRIA DA CONQUISTA,NOSSA SENHORA APARECIDA
BA,EUNÁPOLIS,DISTRITO PROJETO MARAVILHA
BA,ALAGOINHAS,CATU
BA,ALAGOINHAS,JARDIM PETROLAR
BA,BARRA,POVOADO CANUDOS
BA,BARREIRAS,VILA BRASIL
BA,BARREIRAS,VILA RICA
BA,BONITO,POVOADO ARIZONA
BA,CORRENTINA,POVOADO CATOLÉS
BA,ENCRUZILHADA,CENTRO
BA,FEIRA DE SANTANA,CHÁCARA SÃO COSME
BA,ITUAÇU,POVOADO DE VÁRZEA
BA,JUAZEIRO,DISTRITO JUNCO
BA,JUAZEIRO,PALMARES
BA,NOVA CANAÃ,SERRA
BA,PAULO AFONSO,POVOADO SÃO JOSÉ
BA,PIATÃ,DISTRITO DE INÚBIA
BA,SANTALUZ,MÃE RUFINA
BA,SEABRA,POVOADO MOLHA GIBÃO
BA,SERRA DO RAMALHO,AGROVILA 13
BA,SERRINHA,VAQUEJADA
BA,CAPIM GROSSO,PLANALTINO
BA,DIAS D'ÁVILA,PARQUE PETRÓPOLIS
BA,BAIANÓPOLIS,POVOADO DE LAGOA CLARA
BA,BANZAÊ,ALDEIA MIRANDELA
BA,BARRA DO CHOÇA,CENTRO
BA,CANAVIEIRAS,CENTRO
BA,CARAVELAS,POVOADO SANTO ANTONIO DE BARCELONA
BA,FIRMINO ALVES,DISTRITO ITAIÁ
BA,IRECÊ,CENTRO
BA,ITABERABA,BATALHAO
BA,JUAZEIRO,JOÃO XXIII
BA,JUCURUÇU,POVOADO ITAMARATY
BA,MARCIONÍLIO SOUZA,CENTRO
BA,PARAMIRIM,SÃO JOSÉ
BA,PINDOBAÇU,POVOADO JATOBA
BA,POJUCA,DISTRITO MIRANGA
BA,PONTO NOVO,POVOADO DE ANGICO
BA,QUIJINGUE,POVOADO TANQUE DO RUMO
BA,SANTA INÊS,CENTRO
BA,SANTO ANTÔNIO DE JESUS,SÃO BENEDITO
BA,SÃO FRANCISCO DO CONDE,PITANGUEIRA
BA,TUCANO,POVOADO CALDAS DO JORRO
BA,NORDESTINA,COMUNIDADE LAGOA DA PICADA
BA,LUÍS EDUARDO MAGALHÃES,POVOADO NOVO PARANÁ
BA,DIAS D'ÁVILA,NOVA DIAS D'ÁVILA
BA,ALAGOINHAS,DISTRITO RIACHO DA GUIA
BA,ALCOBAÇA,CENTRO
BA,BARREIRAS,CASCALHEIRA
BA,CARAVELAS,DISTRITO JUERANA
BA,CIPÓ,POVOADO BURI
BA,CONCEIÇÃO DO COITÉ,DISTRITO DE BANDIAÇÚ
BA,IPECAETÁ,CENTRO
BA,IRARÁ,POVOADO SACO DO CAPIM
BA,ITABERABA,PE DO MONTE
BA,ITAPETINGA,PRIMAVERA
BA,JACARACI,CENTRO
BA,MALHADA DE PEDRAS,CENTRO
BA,PAULO AFONSO,NOSSA SENHORA DO PERPÉTUO SOCORRO
BA,REMANSO,POVOADO MARAVILHA
BA,SENHOR DO BONFIM,POVOADO DE TANQUINHO
BA,MADRE DE DEUS,SUAPE
BA,CAPELA DO ALTO ALEGRE,POVOADO BISPADOR
BA,ARAMARI,CENTRO
BA,BARREIRAS,VILA DOS FUNCIONÁRIOS
BA,BOM JESUS DA LAPA,JOÃO PAULO II
BA,CAMAÇARI,NOVO HORIZONTE
BA,IBIPEBA,CENTRO
BA,ICHU,CENTRO
BA,IRARÁ,CENTRO
BA,ITIÚBA,CENTRO
BA,ITIÚBA,POVOADO DE CERCADINHO
BA,LAJE,VILA DE ENGENHEIRO PONTES
BA,PORTO SEGURO,DISTRITO de CARAÍVA
BA,SANTO ANTÔNIO DE JESUS,POVOADO BENFICA
BA,SANTO ANTÔNIO DE JESUS,IRMÃ DULCE
BA,SERRA DO RAMALHO,AGROVILA 11
BA,CAPIM GROSSO,NOVA MORADA
BA,DIAS D'ÁVILA,DISTRITO DE BIRIBEIRA
BA,ALAGOINHAS,CENTRO
BA,ARAÇÁS,CENTRO
BA,ARACI,POVOADO POÇO GRANDE
BA,BANZAÊ,ALDEIA ARAÇÁ
BA,BARREIRAS,POVOADO BURITIS I
BA,BRUMADO,DR. JURACY
BA,CAMAÇARI,PHOC II
BA,COCOS,POVOADO RIACHO DO MEIO
BA,ITAPETINGA,VILA IZABEL
BA,JUAZEIRO,TANCREDO NEVES
BA,JUSSARA,POVOADO TOCA
BA,MARAGOGIPE,DISTRITO DE GUAÍ
BA,MILAGRES,POVOADO GAMELEIRA
BA,NOVA SOURE,POVOADO CAATINGA DE SANTANA
BA,OLIVEIRA DOS BREJINHOS,POVOADO DE BEIRA RIO
BA,PARATINGA,POVOADO BARRO
BA,PIATÃ,CENTRO
BA,REMANSO,POVOADO MELANCIA
BA,SANTO ANTÔNIO DE JESUS,CAJUEIRO
BA,SÃO FÉLIX,POVOADO PILAR
BA,SEABRA,BOA VISTA
BA,SERRINHA,CENTRO
BA,SÍTIO DO MATO,POVOADO GAMELEIRA
BA,VARZEDO,CENTRO
BA,VERA CRUZ,DISTRITO DE CONCEIÇÃO
BA,EUNÁPOLIS,JUCA ROSA
BA,BURITIRAMA,POVOADO BOM SOSSEGO
BA,ALAGOINHAS,POVOADO ESTEVÃO
BA,ANTÔNIO CARDOSO,DISTRITO SANTO ESTEVÃO VELHO
BA,ARACI,POVOADO BARREIRO PRETO
BA,BARRA DO MENDES,CENTRO
BA,BIRITINGA,POVOADO ARAÇÁS I
BA,BOM JESUS DA LAPA,POVOADO SILVESTRE
BA,BONINAL,CENTRO
BA,CANARANA,POVOADO MATO VERDE
BA,CATU,BOM VIVER
BA,CÍCERO DANTAS,POVOADO JUÁ
BA,CONCEIÇÃO DO COITÉ,MARIQUINHA DE DODO
BA,CRUZ DAS ALMAS,ALBERTO PASSOS
BA,GANDU,POVOADO MONTE ALEGRE
BA,ITAGIBÁ,DISTRITO JAPUMIRIM
BA,ITAPARICA,DISTRITO DE AMOREIRAS
BA,JACARACI,CENTENÁRIO
BA,JACARACI,DISTRITO IRUNDIARA
BA,JUAZEIRO,TABULEIRO
BA,JUAZEIRO,SANTA MARIA GORETTI
BA,JUAZEIRO,SANTO ANTÔNIO
BA,MATA DE SÃO JOÃO,LOCALIDADE MALHADAS
BA,OURIÇANGAS,POVOADO ESTACADA
BA,PAULO AFONSO,POVOADO JUÁ
BA,SANTO ANTÔNIO DE JESUS,MARIA PRETA
BA,SAÚDE,ALTO DA SANTA CRUZ
BA,SERRINHA,POVOADO MARAVILHA
BA,TABOCAS DO BREJO VELHO,POVOADO BREJINHO ITACARAMBI
BA,VÁRZEA DA ROÇA,POVOADO CRUZ DE ALMAS
BA,BARROCAS,POVOADO LAGOA DA CRUZ
BA,ARACI,BOMBINHA
BA,CACHOEIRA,POVOADO DO SAO FRANCISCO DO PARAGUACU
BA,CACHOEIRA,CENTRO
BA,CONCEIÇÃO DA FEIRA,POVOADO DO SERRA
BA,EUCLIDES DA CUNHA,JEREMIAS
BA,GUANAMBI,POVOADO SURUÁ
BA,IBICOARA,POVOADO CASCAVEL-CENTRO
BA,ITABERABA,PAROQUIAL
BA,ITAETÉ,CENTRO
BA,ITAPICURU,DISTRITO LAGOA REDONDA
BA,JEREMOABO,SENHOR DO BOMFIM
BA,PEDRO ALEXANDRE,CENTRO
BA,PRESIDENTE JÂNIO QUADROS,POVOADO TERRA VERMELHA
BA,RIACHÃO DAS NEVES,DISTRITO DE CARIPARE
BA,SANTO AMARO,BOMFIM
BA,SÃO DESIDÉRIO,POVOADO DE BAIXA DO COQUEIRO
BA,SÃO FRANCISCO DO CONDE,CAÍPE DE CIMA
BA,SENHOR DO BONFIM,ALTO DA MARAVILHA
BA,VERA CRUZ,DISTRITO DE GAMELEIRA
BA,NORDESTINA,CENTRO
BA,CAPELA DO ALTO ALEGRE,POVOADO IPIRAÍ
BA,DIAS D'ÁVILA,URBIS
BA,HELIÓPOLIS,POVOADO TANQUE NOVO
BA,ARACATU,POVOADO VÁRZEA DA PEDRA
BA,CAATIBA,CENTRO
BA,CARINHANHA,SAO FRANCISCO
BA,CASA NOVA,POVOADO TANQUE NOVO
BA,CATU,PIONEIRO
BA,FEIRA DE SANTANA,JARDIM ACÁCIA
BA,IBOTIRAMA,POVOADO BOQUEIRAO
BA,ITARANTIM,FELIX MENDONÇA
BA,ITUAÇU,POVOADO DE SÃO JOSÉ DE NOÉ
BA,JAGUARARI,CENTRO
BA,LIVRAMENTO DE NOSSA SENHORA,POVOADO BARRINHA
BA,LIVRAMENTO DE NOSSA SENHORA,TAQUARI
BA,MALHADA,POVOADO JULIAO
BA,OLINDINA,CENTRO
BA,PORTO SEGURO,CENTRO
BA,RIBEIRA DO POMBAL,ESTRADA DA MIRANDELA
BA,SANTO ANTÔNIO DE JESUS,SALGADEIRA
BA,SENHOR DO BONFIM,DISTRITO CARRAPICHEL
BA,URANDI,XAVIER
BA,VITÓRIA DA CONQUISTA,BRASIL
BA,BRUMADO,NOVO BRUMADO
BA,CAETANOS,POVOADO CALDEIRÃO
BA,CAETANOS,POVOADO ABÓBORA
BA,CARAÍBAS,POVOADO GIBOIA DE AURINO
BA,CATU,GRAVITO
BA,CHORROCHÓ,POVOADO BARRA DO TARRACHIL
BA,CORAÇÃO DE MARIA,DISTRITO SÃO SIMÃO
BA,COTEGIPE,POVOADO DE REFORMA DE SAO FRANCISCO DE ASSIS
BA,IGAPORÃ,ALTO DA USINA
BA,ITABERABA,SAO JOAO
BA,LAJE,POVOADO DA PONTE JIQUIRIÇÁ
BA,POJUCA,LOS ANGELES
BA,SANTA CRUZ CABRÁLIA,POVOADO SANTO ANTÔNIO
BA,SANTO AMARO,POVOADO ARRAIAL DA PEDRA
BA,SÃO GONÇALO DOS CAMPOS,POVOADO MAGALHÃES
BA,SÃO SEBASTIÃO DO PASSÉ,CENTRO
BA,SENHOR DO BONFIM,PERA
BA,TERRA NOVA,CAIPE
BA,UBATÃ,LOMANTO JÚNIOR
BA,BURITIRAMA,POVOADO LAGOA COMPRIDA
BA,CAPIM GROSSO,SACRAMENTO
BA,BARRA DA ESTIVA,SÃO FELIX
BA,BARRA DO CHOÇA,POVOADO CAFEZAL
BA,BRUMADO,VILA PRESIDENTE VARGAS
BA,CONCEIÇÃO DO COITÉ,POVOADO DE VILA CARNEIRO
BA,CONCEIÇÃO DO JACUÍPE,PARQUE OURO VERDE
BA,DOM BASÍLIO,POVOADO JATOBÁ
BA,EUCLIDES DA CUNHA,BELA VISTA
BA,EUCLIDES DA CUNHA,POVOADO CURIRICI
BA,FEIRA DE SANTANA,PARQUE GETÚLIO VARGAS
BA,IBICOARA,POVOADO CASCAVEL-RENASCER
BA,PINDOBAÇU,POVOADO FUMACA
BA,PORTO SEGURO,VILA VITÓRIA
BA,RIBEIRA DO POMBAL,POVOADO VILA BARBOSA
BA,SANTA BÁRBARA,POVOADO SACO DO CAPITÃO
BA,SANTO ANTÔNIO DE JESUS,URBIS I
BA,SERRA DOURADA,CENTRO
BA,VERA CRUZ,DISTRITO DE JIRIBATUBA
BA,TANQUE NOVO,POVOADO MURICI
BA,TEIXEIRA DE FREITAS,MONTE CASTELO
BA,TEIXEIRA DE FREITAS,BONADIMAN
BA,EUNÁPOLIS,SAPUCAEIRA
BA,CAMAMU,DISTRITO DE TAPUIA
BA,CARINHANHA,POVOADO AGROVILA 15
BA,CONCEIÇÃO DA FEIRA,LOTEAMENTO ROCINHA
BA,FEIRA DA MATA,DISTRITO RAMALHO
BA,GUANAMBI,AEROPORTO VELHO
BA,GUANAMBI,ALVORADA
BA,IBIRAPUÃ,POVOADO VILA PORTELA
BA,IRAMAIA,POVOADO ILHA GRANDE
BA,IRAQUARA,CENTRO
BA,JUAZEIRO,ALAGADIÇO
BA,LIVRAMENTO DE NOSSA SENHORA,POVOADO NADO
BA,MARAGOGIPE,DISTRITO DE SÃO ROQUE DO PARAGUAÇU
BA,MUQUÉM DO SÃO FRANCISCO,DISTRITO JAVI
BA,RIACHO DE SANTANA,POVOADO SANTA RITA
BA,SANTALUZ,POVOADO ROSE
BA,SANTO AMARO,NOVA SANTO AMARO
BA,TANHAÇU,POVOADO RIACHÃO DOS BORGES
BA,EUNÁPOLIS,SANTA LUCIA
BA,CAPIM GROSSO,JARDIM ARAÚJO
BA,ABARÉ,CENTRO
BA,AIQUARA,CENTRO
BA,ANGICAL,DISTRITO MISSOES DE ARICOBE
BA,BARREIRAS,POVOADO SUCURIU
BA,CONCEIÇÃO DA FEIRA,POVOADO MATO GROSSO
BA,FEIRA DE SANTANA,CAPUCHINHOS
BA,GUANAMBI,DISTRITO MUTANS
BA,GUANAMBI,POVOADO MINADOR
BA,ITAPICURU,POVOADO CATUABA
BA,ITIÚBA,POVOADO PICOS
BA,ITIÚBA,POVOADO VARZINHA DAS OLARIAS
BA,MACARANI,CENTRO
BA,MIGUEL CALMON,SANTA TEREZA
BA,OLIVEIRA DOS BREJINHOS,POVOADO DE MURZELA
BA,PALMEIRAS,CENTRO
BA,RIBEIRÃO DO LARGO,DISTRITO DE CAMPINARANA
BA,SANTA CRUZ CABRÁLIA,POVOADO GUAIÚ
BA,SÃO DESIDÉRIO,POVOADO DE RODA VELHA DO MOSQUITO
BA,SAPEAÇU,CENTRO
BA,VERA CRUZ,DISTRITO DE BARRA DO GIL
BA,AMÉRICA DOURADA,DISTRITO SOARES DE CIMA
BA,BARROCAS,CENTRO
BA,HELIÓPOLIS,CENTRO
BA,ANGUERA,POVOADO AREIA
BA,BARRA DA ESTIVA,CENTRO
BA,BOTUPORÃ,POVOADO BAIXÃO
BA,CABACEIRAS DO PARAGUAÇU,CENTRO
BA,CAETITÉ,DISTRITO PAJEU DO VENTO
BA,CAMAÇARI,PHOC III
BA,CONCEIÇÃO DO COITÉ,BARREIROS
BA,CONCEIÇÃO DO COITÉ,GRAVATÁ
BA,CORIBE,POVOADO RANCHINHO
BA,CORRENTINA,POVOADO BARREIRO VERMELHO
BA,IBITIARA,CENTRO
BA,JEREMOABO,POVOADO ÁGUA BRANCA
BA,JUAZEIRO,DOM JOSÉ RODRIGUES
BA,JUAZEIRO,ALTO DA ALIANÇA
BA,LICÍNIO DE ALMEIDA,POTOSI
BA,MATA DE SÃO JOÃO,LOCALIDADE PAU GRANDE
BA,PALMAS DE MONTE ALTO,POVOADO CAFE SEM TROCO
BA,PARAMIRIM,POVOADO CARAÍBAS
BA,PARATINGA,POVOADO BARREIRO GRANDE
BA,RIACHÃO DO JACUÍPE,BELA VISTA
BA,SANTALUZ,POVOADO SERRA BRANCA
BA,SÃO DOMINGOS,CONJUNTO HABITACIONAL ALCIDES CARNEIRO
BA,SÃO FRANCISCO DO CONDE,POVOADO CAMPINAS
BA,SÃO FRANCISCO DO CONDE,GURUGÉ
BA,SENHOR DO BONFIM,GAMBOA
BA,PÉ DE SERRA,CENTRO
BA,BARRA,PARQUE DA LAGOA
BA,CAMAÇARI,POVOADO PARAFUSO
BA,CAMAMU,POVOADO DO OROJO
BA,CANÁPOLIS,POVOADO SANTO ANTONIO
BA,CONCEIÇÃO DO COITÉ,POVOADO DE ONÇA
BA,CORRENTINA,POVOADO TATU DE TÁCIO - TATU DE CIMA
BA,CRAVOLÂNDIA,CENTRO
BA,FEIRA DE SANTANA,DISTRITO DE MARIA QUITÉRIA
BA,IAÇU,DISTRITO LAGEDO ALTO
BA,ITAGI,CENTRO
BA,JEREMOABO,POVOADO BREJO GRANDE
BA,MACARANI,MARJORIE PARQUE
BA,NOVA CANAÃ,CENTRO
BA,POJUCA,CRUZEIRO
BA,SANTANA,ALTO SANTA RITA
BA,SANTANA,POVOADO BAIXAO DO CEDRO
BA,SEABRA,POVOADO VÃO DAS PALMEIRAS
BA,SÍTIO DO MATO,POVOADO QUIXABA
BA,ARACI,POVOADO TAPUIO
BA,BELO CAMPO,POVOADO BELA VISTA
BA,BOM JESUS DA LAPA,POVOADO RIO DAS RÃS
BA,CACHOEIRA,POVOADO DA MURUTUBA
BA,CANDEAL,POVOADO DE MACACO
BA,CARINHANHA,POVOADO ANGICOS
BA,CASA NOVA,POVOADO ENTRONCAMENTO
BA,CASA NOVA,POVOADO DE SERROTE
BA,CONCEIÇÃO DO COITÉ,CASAS POPULARES
BA,DÁRIO MEIRA,CENTRO
BA,ITANAGRA,CENTRO
BA,ITANHÉM,SAO JOAO
BA,MARAÚ,CENTRO
BA,MUQUÉM DO SÃO FRANCISCO,CENTRO
BA,MUQUÉM DO SÃO FRANCISCO,POVOADO PASSAGEM
BA,OLINDINA,CRUZEIRO
BA,PIATÃ,POVOADO VEREDA
BA,QUEIMADAS,POVOADO TANQUES
BA,SANTO AMARO,TRAPICHE DE BAIXO
BA,SANTO ANTÔNIO DE JESUS,POVOADO SAPUCÁIA
BA,SÃO FRANCISCO DO CONDE,POVOADO SÃO BENTO DAS LAJES
BA,SENTO SÉ,POVOADO ALDEIA
BA,TEOFILÂNDIA,POVOADO BARREIRO
BA,PÉ DE SERRA,POVOADO CALDEIRÃO DO NEGRO
BA,SÃO GABRIEL,POVOADO VARIANTE
BA,AMÉRICA DOURADA,DISTRITO SOARES DE BAIXO
BA,ARACI,POVOADO TANQUE CAVADO
BA,BOA VISTA DO TUPIM,POVOADO DE TERRA BOA
BA,CAMAÇARI,GLEBA C
BA,CARAÍBAS,CENTRO
BA,CONCEIÇÃO DO COITÉ,POVOADO DE SANTA ROSA
BA,CORIBE,POVOADO COLONIA DO FORMOSO
BA,CORRENTINA,SÃO LÁZARO
BA,GUANAMBI,DISTRITO MORRINHOS
BA,GUANAMBI,POVOADO CURRAL DE VARAS
BA,IPIRÁ,XX DE ABRIL
BA,IRAQUARA,POVOADO ZABELE
BA,JUAZEIRO,ANTÔNIO GUILHERMINO
BA,LENÇÓIS,POVOADO CORONEL OCTAVIANO ALVES
BA,MAIQUINIQUE,MORUMBI
BA,MAIRI,CENTRO
